stdfare,advfare,express,reffare,dest,region,datescraped,timescraped,origtime,webfare,date,transfers,orig,duration,desttime
"$49
>",no,93650,,2015-12-21,14:25:37.295000,3:30 pm,$33,2015-12-22,1,94102,06:05:00,9:35 pm
"$55
>",no,93650,,2015-12-21,14:25:37.480000,5:40 pm,$41,2015-12-22,0,94102,04:00:00,9:40 pm
"$29
>",no,93650,,2015-12-21,14:26:07.591000,12:50 am,$13,2015-12-22,0,93301,02:20:00,3:10 am
"$29
>",no,93650,,2015-12-21,14:26:07.833000,3:40 am,$13,2015-12-22,0,93301,02:30:00,6:10 am
"$30
>",no,93650,,2015-12-21,14:26:08.017000,4:10 am,$14,2015-12-22,0,93301,01:55:00,6:05 am
"$28
>",no,93650,,2015-12-21,14:26:08.201000,4:25 am,$12,2015-12-22,0,93301,02:45:00,7:10 am
"$28
>",no,93650,,2015-12-21,14:26:08.393000,8:35 am,$12,2015-12-22,0,93301,01:55:00,10:30 am
"$31
>",no,93650,,2015-12-21,14:26:08.584000,12:10 pm,$16,2015-12-22,0,93301,01:55:00,2:05 pm
"$28
>",no,93650,,2015-12-21,14:26:08.770000,3:05 pm,$13,2015-12-22,0,93301,02:30:00,5:35 pm
"$29
>",no,93650,,2015-12-21,14:26:08.987000,3:30 pm,$14,2015-12-22,0,93301,01:55:00,5:25 pm
"$29
>",no,93650,,2015-12-21,14:26:09.170000,5:10 pm,$14,2015-12-22,0,93301,02:40:00,7:50 pm
"$29
>",no,93650,,2015-12-21,14:26:09.419000,6:15 pm,$14,2015-12-22,0,93301,01:55:00,8:10 pm
"$30
>",no,93650,,2015-12-21,14:26:09.604000,7:55 pm,$15,2015-12-22,0,93301,01:55:00,9:50 pm
"$37
>",no,93650,,2015-12-21,14:26:37.581000,1:45 am,$24,2015-12-22,0,90001,04:20:00,6:05 am
"$34
>",no,93650,,2015-12-21,14:26:37.760000,2:00 am,$21,2015-12-22,0,90001,05:10:00,7:10 am
"$37
>",no,93650,,2015-12-21,14:26:37.935000,5:45 am,$24,2015-12-22,0,90001,04:45:00,10:30 am
"$38
>",no,93650,,2015-12-21,14:26:38.113000,9:40 am,$25,2015-12-22,0,90001,04:25:00,2:05 pm
"$36
>",no,93650,,2015-12-21,14:26:38.295000,12:15 pm,$24,2015-12-22,0,90001,05:20:00,5:35 pm
"$36
>",no,93650,,2015-12-21,14:26:38.520000,1:00 pm,$24,2015-12-22,0,90001,04:25:00,5:25 pm
"$34
>",no,93650,,2015-12-21,14:26:38.769000,2:15 pm,$22,2015-12-22,0,90001,05:35:00,7:50 pm
"$34
>",no,93650,,2015-12-21,14:26:38.967000,3:45 pm,$22,2015-12-22,0,90001,04:25:00,8:10 pm
"$37
>",no,93650,,2015-12-21,14:26:39.155000,5:30 pm,$25,2015-12-22,0,90001,04:20:00,9:50 pm
"$45
>",no,93650,,2015-12-21,14:27:07.874000,4:30 am,$23,2015-12-22,0,95201,02:45:00,7:15 am
"$45
>",no,93650,,2015-12-21,14:27:08.054000,8:55 am,$23,2015-12-22,0,95201,02:50:00,11:45 am
"$43
>",no,93650,,2015-12-21,14:27:08.231000,12:25 pm,$23,2015-12-22,0,95201,02:05:00,2:30 pm
"$45
>",no,93650,,2015-12-21,14:27:08.411000,3:45 pm,$25,2015-12-22,0,95201,02:05:00,5:50 pm
"$45
>",no,93650,,2015-12-21,14:27:08.599000,7:50 pm,$25,2015-12-22,0,95201,02:55:00,10:45 pm
stdfare,express,dest,region,datescraped,timescraped,origtime,webfare,date,transfers,orig,duration,desttime
"$39
>",no,95350,,2015-12-22,04:21:19.603000,3:30 am,$18,2015-12-23,0,93650,02:05:00,5:35 am
"$42
>",no,95350,,2015-12-22,04:21:19.848000,6:20 am,$22,2015-12-23,0,93650,02:10:00,8:30 am
"$41
>",no,95350,,2015-12-22,04:21:20.074000,7:40 am,$21,2015-12-23,0,93650,02:10:00,9:50 am
"$42
>",no,95350,,2015-12-22,04:21:20.302000,11:00 am,$22,2015-12-23,0,93650,01:45:00,12:45 pm
"$41
>",no,95350,,2015-12-22,04:21:20.517000,5:55 pm,$21,2015-12-23,0,93650,01:45:00,7:40 pm
"$41
>",no,95350,,2015-12-22,04:21:20.714000,5:55 pm,$21,2015-12-23,0,93650,02:10:00,8:05 pm
"$41
>",no,95350,,2015-12-22,04:21:20.906000,8:25 pm,$21,2015-12-23,0,93650,02:10:00,10:35 pm
"$51
>",no,94203,,2015-12-22,04:21:48.042000,3:30 am,$20,2015-12-23,0,93650,04:05:00,7:35 am
"$53
>",no,94203,,2015-12-22,04:21:48.271000,7:40 am,$24,2015-12-23,0,93650,04:15:00,11:55 am
"$59
>",no,94203,,2015-12-22,04:21:48.462000,2:35 pm,$30,2015-12-23,0,93650,03:10:00,5:45 pm
"$53
>",no,94203,,2015-12-22,04:21:48.665000,5:55 pm,$24,2015-12-23,0,93650,04:00:00,9:55 pm
"$55
>",no,94102,,2015-12-22,04:22:31.532000,6:20 am,$39,2015-12-23,0,93650,04:50:00,11:10 am
"$53
>",no,94102,,2015-12-22,04:22:31.725000,7:45 am,$37,2015-12-23,1,93650,05:45:00,1:30 pm
"$55
>",no,94102,,2015-12-22,04:22:31.919000,11:00 am,$39,2015-12-23,0,93650,04:30:00,3:30 pm
"$53
>",no,94102,,2015-12-22,04:22:32.116000,5:55 pm,$37,2015-12-23,0,93650,04:00:00,9:55 pm
"$43
>",no,95201,,2015-12-22,04:22:59.321000,3:30 am,$22,2015-12-23,0,93650,02:50:00,6:20 am
"$45
>",no,95201,,2015-12-22,04:22:59.531000,7:40 am,$25,2015-12-23,0,93650,02:55:00,10:35 am
"$50
>",no,95201,,2015-12-22,04:22:59.725000,2:35 pm,$30,2015-12-23,0,93650,02:05:00,4:40 pm
"$45
>",no,95201,,2015-12-22,04:22:59.918000,5:55 pm,$25,2015-12-23,0,93650,02:55:00,8:50 pm
"$45
>",no,95201,,2015-12-22,04:23:00.111000,8:25 pm,$25,2015-12-23,0,93650,02:55:00,11:20 pm
"$29
>",no,93301,,2015-12-22,04:23:28.230000,2:25 am,$15,2015-12-23,0,93650,01:55:00,4:20 am
"$28
>",no,93301,,2015-12-22,04:23:28.425000,5:15 am,$13,2015-12-23,0,93650,02:30:00,7:45 am
"$31
>",no,93301,,2015-12-22,04:23:28.619000,7:45 am,$17,2015-12-23,0,93650,01:55:00,9:40 am
"$28
>",no,93301,,2015-12-22,04:23:28.816000,9:05 am,$13,2015-12-23,0,93650,01:55:00,11:00 am
"$30
>",no,93301,,2015-12-22,04:23:29.027000,12:15 pm,$16,2015-12-23,0,93650,02:30:00,2:45 pm
"$32
>",no,93301,,2015-12-22,04:23:29.231000,1:00 pm,$18,2015-12-23,0,93650,01:55:00,2:55 pm
"$30
>",no,93301,,2015-12-22,04:23:29.443000,3:00 pm,$16,2015-12-23,0,93650,01:55:00,4:55 pm
"$30
>",no,93301,,2015-12-22,04:23:29.716000,4:20 pm,$16,2015-12-23,0,93650,02:40:00,7:00 pm
"$31
>",no,93301,,2015-12-22,04:23:29.908000,6:10 pm,$17,2015-12-23,0,93650,01:55:00,8:05 pm
"$32
>",no,93301,,2015-12-22,04:23:30.108000,9:55 pm,$16,2015-12-23,0,93650,01:55:00,11:50 pm
"$37
>",no,90001,,2015-12-22,04:23:58.220000,2:25 am,$25,2015-12-23,0,93650,04:50:00,7:15 am
"$37
>",no,90001,,2015-12-22,04:23:58.415000,5:15 am,$25,2015-12-23,0,93650,05:05:00,10:20 am
"$38
>",no,90001,,2015-12-22,04:23:58.667000,7:45 am,$26,2015-12-23,0,93650,04:40:00,12:25 pm
"$38
>",no,90001,,2015-12-22,04:23:58.867000,9:05 am,$26,2015-12-23,0,93650,04:20:00,1:25 pm
"$39
>",no,90001,,2015-12-22,04:23:59.060000,12:15 pm,$25,2015-12-23,1,93650,05:10:00,5:25 pm
"$37
>",no,90001,,2015-12-22,04:23:59.266000,12:15 pm,$25,2015-12-23,0,93650,05:20:00,5:35 pm
"$39
>",no,90001,,2015-12-22,04:23:59.471000,1:00 pm,$27,2015-12-23,0,93650,04:30:00,5:30 pm
"$37
>",no,90001,,2015-12-22,04:23:59.668000,3:00 pm,$25,2015-12-23,0,93650,04:25:00,7:25 pm
"$37
>",no,90001,,2015-12-22,04:23:59.860000,4:20 pm,$25,2015-12-23,0,93650,05:30:00,9:50 pm
"$39
>",no,90001,,2015-12-22,04:24:00.055000,6:10 pm,$27,2015-12-23,0,93650,04:20:00,10:30 pm
"$41
>",no,93650,,2015-12-22,04:24:31.688000,12:10 am,$21,2015-12-23,0,95350,01:55:00,2:05 am
"$42
>",no,93650,,2015-12-22,04:24:31.878000,5:15 am,$22,2015-12-23,0,95350,02:00:00,7:15 am
"$41
>",no,93650,,2015-12-22,04:24:32.068000,9:40 am,$21,2015-12-23,0,95350,02:05:00,11:45 am
"$44
>",no,93650,,2015-12-22,04:24:32.260000,10:45 am,$24,2015-12-23,0,95350,01:45:00,12:30 pm
"$42
>",no,93650,,2015-12-22,04:24:32.454000,1:40 pm,$22,2015-12-23,0,95350,02:10:00,3:50 pm
"$45
>",no,93650,,2015-12-22,04:24:32.647000,7:55 pm,$25,2015-12-23,0,95350,01:45:00,9:40 pm
"$44
>",no,93650,,2015-12-22,04:24:32.836000,8:40 pm,$24,2015-12-23,0,95350,02:05:00,10:45 pm
"$41
>",no,93650,,2015-12-22,04:25:02.364000,12:10 am,$21,2015-12-23,0,94203,01:55:00,2:05 am
"$42
>",no,93650,,2015-12-22,04:25:02.556000,5:15 am,$22,2015-12-23,0,94203,02:00:00,7:15 am
"$41
>",no,93650,,2015-12-22,04:25:02.749000,9:40 am,$21,2015-12-23,0,94203,02:05:00,11:45 am
"$44
>",no,93650,,2015-12-22,04:25:02.938000,10:45 am,$24,2015-12-23,0,94203,01:45:00,12:30 pm
"$42
>",no,93650,,2015-12-22,04:25:03.133000,1:40 pm,$22,2015-12-23,0,94203,02:10:00,3:50 pm
"$45
>",no,93650,,2015-12-22,04:25:03.357000,7:55 pm,$25,2015-12-23,0,94203,01:45:00,9:40 pm
"$44
>",no,93650,,2015-12-22,04:25:03.549000,8:40 pm,$24,2015-12-23,0,94203,02:05:00,10:45 pm
"$57
>",no,93650,,2015-12-22,04:25:48.865000,8:30 am,$41,2015-12-23,0,94102,04:00:00,12:30 pm
"$55
>",no,93650,,2015-12-22,04:25:49.065000,11:00 am,$39,2015-12-23,0,94102,04:50:00,3:50 pm
"$55
>",no,93650,,2015-12-22,04:25:49.272000,3:30 pm,$39,2015-12-23,1,94102,06:05:00,9:35 pm
"$59
>",no,93650,,2015-12-22,04:25:49.478000,5:40 pm,$39,2015-12-23,0,94102,04:00:00,9:40 pm
"$30
>",no,93650,,2015-12-22,04:26:17.015000,12:50 am,$15,2015-12-23,0,93301,02:20:00,3:10 am
"$30
>",no,93650,,2015-12-22,04:26:17.203000,3:40 am,$15,2015-12-23,0,93301,02:30:00,6:10 am
"$30
>",no,93650,,2015-12-22,04:26:17.394000,4:10 am,$15,2015-12-23,0,93301,01:55:00,6:05 am
"$30
>",no,93650,,2015-12-22,04:26:17.582000,4:25 am,$15,2015-12-23,0,93301,02:45:00,7:10 am
"$31
>",no,93650,,2015-12-22,04:26:17.776000,8:35 am,$16,2015-12-23,0,93301,01:55:00,10:30 am
"$32
>",no,93650,,2015-12-22,04:26:18.030000,12:10 pm,$15,2015-12-23,0,93301,01:55:00,2:05 pm
"$30
>",no,93650,,2015-12-22,04:26:18.300000,3:05 pm,$15,2015-12-23,0,93301,02:30:00,5:35 pm
"$31
>",no,93650,,2015-12-22,04:26:18.503000,3:30 pm,$16,2015-12-23,0,93301,01:55:00,5:25 pm
"$29
>",no,93650,,2015-12-22,04:26:18.694000,5:10 pm,$14,2015-12-23,0,93301,02:40:00,7:50 pm
"$30
>",no,93650,,2015-12-22,04:26:18.889000,6:15 pm,$15,2015-12-23,0,93301,01:55:00,8:10 pm
"$30
>",no,93650,,2015-12-22,04:26:19.086000,7:55 pm,$15,2015-12-23,0,93301,01:55:00,9:50 pm
"$37
>",no,93650,,2015-12-22,04:26:48.175000,1:45 am,$25,2015-12-23,0,90001,04:20:00,6:05 am
"$37
>",no,93650,,2015-12-22,04:26:48.369000,2:00 am,$25,2015-12-23,0,90001,05:10:00,7:10 am
"$38
>",no,93650,,2015-12-22,04:26:48.558000,5:45 am,$26,2015-12-23,0,90001,04:45:00,10:30 am
"$39
>",no,93650,,2015-12-22,04:26:48.758000,9:40 am,$25,2015-12-23,0,90001,04:25:00,2:05 pm
"$38
>",no,93650,,2015-12-22,04:26:48.948000,12:15 pm,$26,2015-12-23,0,90001,05:20:00,5:35 pm
"$39
>",no,93650,,2015-12-22,04:26:49.145000,1:00 pm,$27,2015-12-23,0,90001,04:25:00,5:25 pm
"$37
>",no,93650,,2015-12-22,04:26:49.350000,2:15 pm,$25,2015-12-23,0,90001,05:35:00,7:50 pm
"$38
>",no,93650,,2015-12-22,04:26:49.556000,3:45 pm,$26,2015-12-23,0,90001,04:25:00,8:10 pm
"$38
>",no,93650,,2015-12-22,04:26:49.755000,5:30 pm,$26,2015-12-23,0,90001,04:20:00,9:50 pm
"$37
>",no,93650,,2015-12-22,04:27:17.382000,1:45 am,$25,2015-12-23,0,95201,04:20:00,6:05 am
"$37
>",no,93650,,2015-12-22,04:27:17.575000,2:00 am,$25,2015-12-23,0,95201,05:10:00,7:10 am
"$38
>",no,93650,,2015-12-22,04:27:17.771000,5:45 am,$26,2015-12-23,0,95201,04:45:00,10:30 am
"$39
>",no,93650,,2015-12-22,04:27:18.014000,9:40 am,$25,2015-12-23,0,95201,04:25:00,2:05 pm
"$38
>",no,93650,,2015-12-22,04:27:18.206000,12:15 pm,$26,2015-12-23,0,95201,05:20:00,5:35 pm
"$39
>",no,93650,,2015-12-22,04:27:18.444000,1:00 pm,$27,2015-12-23,0,95201,04:25:00,5:25 pm
"$37
>",no,93650,,2015-12-22,04:27:18.634000,2:15 pm,$25,2015-12-23,0,95201,05:35:00,7:50 pm
"$38
>",no,93650,,2015-12-22,04:27:18.848000,3:45 pm,$26,2015-12-23,0,95201,04:25:00,8:10 pm
"$38
>",no,93650,,2015-12-22,04:27:19.118000,5:30 pm,$26,2015-12-23,0,95201,04:20:00,9:50 pm
stdfare,express,dest,region,datescraped,timescraped,origtime,webfare,date,transfers,orig,duration,desttime
"$42
>",no,95350,,2015-12-22,04:30:46.663000,3:30 am,$24,2015-12-24,0,93650,02:05:00,5:35 am
"$42
>",no,95350,,2015-12-22,04:30:46.933000,6:20 am,$24,2015-12-24,0,93650,02:10:00,8:30 am
"$39
>",no,95350,,2015-12-22,04:30:47.147000,7:40 am,$20,2015-12-24,0,93650,02:10:00,9:50 am
"$39
>",no,95350,,2015-12-22,04:30:47.377000,11:00 am,$21,2015-12-24,0,93650,01:45:00,12:45 pm
"$38
>",no,95350,,2015-12-22,04:30:47.606000,5:55 pm,$17,2015-12-24,0,93650,01:45:00,7:40 pm
"$38
>",no,95350,,2015-12-22,04:30:47.801000,5:55 pm,$17,2015-12-24,0,93650,02:10:00,8:05 pm
"$38
>",no,95350,,2015-12-22,04:30:47.997000,8:25 pm,$17,2015-12-24,0,93650,02:10:00,10:35 pm
"$55
>",no,94203,,2015-12-22,04:31:17.580000,3:30 am,$28,2015-12-24,0,93650,04:05:00,7:35 am
"$51
>",no,94203,,2015-12-22,04:31:17.771000,7:40 am,$22,2015-12-24,0,93650,04:15:00,11:55 am
"$51
>",no,94203,,2015-12-22,04:31:18.014000,2:35 pm,$24,2015-12-24,0,93650,03:10:00,5:45 pm
"$49
>",no,94203,,2015-12-22,04:31:18.233000,5:55 pm,$18,2015-12-24,0,93650,04:00:00,9:55 pm
"$55
>",no,94102,,2015-12-22,04:31:45.868000,6:20 am,$40,2015-12-24,0,93650,04:50:00,11:10 am
"$53
>",no,94102,,2015-12-22,04:31:46.102000,7:45 am,$38,2015-12-24,1,93650,05:45:00,1:30 pm
"$51
>",no,94102,,2015-12-22,04:31:46.289000,11:00 am,$36,2015-12-24,0,93650,04:30:00,3:30 pm
"$49
>",no,94102,,2015-12-22,04:31:46.480000,5:55 pm,$30,2015-12-24,0,93650,04:00:00,9:55 pm
"$47
>",no,95201,,2015-12-22,04:32:13.638000,3:30 am,$29,2015-12-24,0,93650,02:50:00,6:20 am
"$43
>",no,95201,,2015-12-22,04:32:13.881000,7:40 am,$24,2015-12-24,0,93650,02:55:00,10:35 am
"$43
>",no,95201,,2015-12-22,04:32:14.079000,2:35 pm,$25,2015-12-24,0,93650,02:05:00,4:40 pm
"$42
>",no,95201,,2015-12-22,04:32:14.284000,5:55 pm,$20,2015-12-24,0,93650,02:55:00,8:50 pm
"$42
>",no,95201,,2015-12-22,04:32:14.478000,8:25 pm,$20,2015-12-24,0,93650,02:55:00,11:20 pm
"$30
>",no,93301,,2015-12-22,04:32:42.894000,2:25 am,$16,2015-12-24,0,93650,01:55:00,4:20 am
"$28
>",no,93301,,2015-12-22,04:32:43.080000,5:15 am,$13,2015-12-24,0,93650,02:30:00,7:45 am
"$29
>",no,93301,,2015-12-22,04:32:43.279000,7:45 am,$15,2015-12-24,0,93650,01:55:00,9:40 am
"$29
>",no,93301,,2015-12-22,04:32:43.466000,9:05 am,$15,2015-12-24,0,93650,01:55:00,11:00 am
"$27
>",no,93301,,2015-12-22,04:32:43.671000,12:15 pm,$12,2015-12-24,0,93650,02:30:00,2:45 pm
"$30
>",no,93301,,2015-12-22,04:32:43.858000,1:00 pm,$16,2015-12-24,0,93650,01:55:00,2:55 pm
"$27
>",no,93301,,2015-12-22,04:32:44.048000,3:00 pm,$11,2015-12-24,0,93650,01:55:00,4:55 pm
"$27
>",no,93301,,2015-12-22,04:32:44.253000,4:20 pm,$11,2015-12-24,0,93650,02:40:00,7:00 pm
"$27
>",no,93301,,2015-12-22,04:32:44.446000,6:10 pm,$11,2015-12-24,0,93650,01:55:00,8:05 pm
"$29
>",no,93301,,2015-12-22,04:32:44.660000,9:55 pm,$14,2015-12-24,0,93650,01:55:00,11:50 pm
"$38
>",no,90001,,2015-12-22,04:33:12.933000,2:25 am,$27,2015-12-24,0,93650,04:50:00,7:15 am
"$36
>",no,90001,,2015-12-22,04:33:13.133000,5:15 am,$25,2015-12-24,0,93650,05:05:00,10:20 am
"$37
>",no,90001,,2015-12-22,04:33:13.330000,7:45 am,$26,2015-12-24,0,93650,04:40:00,12:25 pm
"$37
>",no,90001,,2015-12-22,04:33:13.518000,9:05 am,$26,2015-12-24,0,93650,04:20:00,1:25 pm
"$38
>",no,90001,,2015-12-22,04:33:13.729000,12:15 pm,$27,2015-12-24,1,93650,05:10:00,5:25 pm
"$34
>",no,90001,,2015-12-22,04:33:13.934000,12:15 pm,$23,2015-12-24,0,93650,05:20:00,5:35 pm
"$37
>",no,90001,,2015-12-22,04:33:14.131000,1:00 pm,$26,2015-12-24,0,93650,04:30:00,5:30 pm
"$33
>",no,90001,,2015-12-22,04:33:14.384000,3:00 pm,$21,2015-12-24,0,93650,04:25:00,7:25 pm
"$34
>",no,90001,,2015-12-22,04:33:14.618000,4:20 pm,$22,2015-12-24,0,93650,05:30:00,9:50 pm
"$33
>",no,90001,,2015-12-22,04:33:14.823000,6:10 pm,$19,2015-12-24,0,93650,04:20:00,10:30 pm
"$39
>",no,93650,,2015-12-22,04:33:45.843000,12:10 am,$20,2015-12-24,0,95350,01:55:00,2:05 am
"$41
>",no,93650,,2015-12-22,04:33:46.038000,5:15 am,$23,2015-12-24,0,95350,02:00:00,7:15 am
"$39
>",no,93650,,2015-12-22,04:33:46.229000,9:40 am,$20,2015-12-24,0,95350,02:05:00,11:45 am
"$44
>",no,93650,,2015-12-22,04:33:46.416000,10:45 am,$26,2015-12-24,0,95350,01:45:00,12:30 pm
"$39
>",no,93650,,2015-12-22,04:33:46.688000,1:40 pm,$21,2015-12-24,0,95350,02:10:00,3:50 pm
"$41
>",no,93650,,2015-12-22,04:33:46.873000,7:55 pm,$21,2015-12-24,0,95350,01:45:00,9:40 pm
"$38
>",no,93650,,2015-12-22,04:33:47.056000,8:40 pm,$17,2015-12-24,0,95350,02:05:00,10:45 pm
"$53
>",no,93650,,2015-12-22,04:34:14.009000,3:25 am,$26,2015-12-24,0,94203,03:50:00,7:15 am
"$53
>",no,93650,,2015-12-22,04:34:14.236000,7:35 am,$26,2015-12-24,0,94203,04:10:00,11:45 am
"$49
>",no,93650,,2015-12-22,04:34:14.420000,11:20 am,$18,2015-12-24,0,94203,03:10:00,2:30 pm
"$49
>",no,93650,,2015-12-22,04:34:14.616000,2:40 pm,$20,2015-12-24,0,94203,03:10:00,5:50 pm
"$49
>",no,93650,,2015-12-22,04:34:14.809000,6:45 pm,$18,2015-12-24,0,94203,04:00:00,10:45 pm
"$59
>",no,93650,,2015-12-22,04:34:42.247000,8:30 am,$44,2015-12-24,0,94102,04:00:00,12:30 pm
"$51
>",no,93650,,2015-12-22,04:34:42.437000,11:00 am,$36,2015-12-24,0,94102,04:50:00,3:50 pm
"$51
>",no,93650,,2015-12-22,04:34:42.626000,3:30 pm,$36,2015-12-24,1,94102,06:05:00,9:35 pm
"$53
>",no,93650,,2015-12-22,04:34:42.819000,5:40 pm,$36,2015-12-24,0,94102,04:00:00,9:40 pm
"$31
>",no,93650,,2015-12-22,04:35:10.510000,12:50 am,$16,2015-12-24,0,93301,02:20:00,3:10 am
"$30
>",no,93650,,2015-12-22,04:35:10.702000,3:40 am,$15,2015-12-24,0,93301,02:30:00,6:10 am
"$31
>",no,93650,,2015-12-22,04:35:10.891000,4:10 am,$16,2015-12-24,0,93301,01:55:00,6:05 am
"$29
>",no,93650,,2015-12-22,04:35:11.081000,4:25 am,$14,2015-12-24,0,93301,02:45:00,7:10 am
"$29
>",no,93650,,2015-12-22,04:35:11.273000,8:35 am,$14,2015-12-24,0,93301,01:55:00,10:30 am
"$29
>",no,93650,,2015-12-22,04:35:11.530000,12:10 pm,$14,2015-12-24,0,93301,01:55:00,2:05 pm
"$27
>",no,93650,,2015-12-22,04:35:11.722000,3:05 pm,$11,2015-12-24,0,93301,02:30:00,5:35 pm
"$29
>",no,93650,,2015-12-22,04:35:11.912000,3:30 pm,$14,2015-12-24,0,93301,01:55:00,5:25 pm
"$28
>",no,93650,,2015-12-22,04:35:12.164000,5:10 pm,$12,2015-12-24,0,93301,02:40:00,7:50 pm
"$27
>",no,93650,,2015-12-22,04:35:12.424000,6:15 pm,$10,2015-12-24,0,93301,01:55:00,8:10 pm
"$28
>",no,93650,,2015-12-22,04:35:12.613000,7:55 pm,$12,2015-12-24,0,93301,01:55:00,9:50 pm
"$38
>",no,93650,,2015-12-22,04:35:41.468000,1:45 am,$27,2015-12-24,0,90001,04:20:00,6:05 am
"$36
>",no,93650,,2015-12-22,04:35:41.666000,2:00 am,$25,2015-12-24,0,90001,05:10:00,7:10 am
"$37
>",no,93650,,2015-12-22,04:35:41.853000,5:45 am,$26,2015-12-24,0,90001,04:45:00,10:30 am
"$38
>",no,93650,,2015-12-22,04:35:42.040000,9:40 am,$27,2015-12-24,0,90001,04:25:00,2:05 pm
"$34
>",no,93650,,2015-12-22,04:35:42.238000,12:15 pm,$23,2015-12-24,0,90001,05:20:00,5:35 pm
"$36
>",no,93650,,2015-12-22,04:35:42.430000,1:00 pm,$25,2015-12-24,0,90001,04:25:00,5:25 pm
"$34
>",no,93650,,2015-12-22,04:35:42.620000,2:15 pm,$23,2015-12-24,0,90001,05:35:00,7:50 pm
"$34
>",no,93650,,2015-12-22,04:35:42.810000,3:45 pm,$23,2015-12-24,0,90001,04:25:00,8:10 pm
"$34
>",no,93650,,2015-12-22,04:35:43.001000,5:30 pm,$22,2015-12-24,0,90001,04:20:00,9:50 pm
"$45
>",no,93650,,2015-12-22,04:36:10.791000,4:30 am,$27,2015-12-24,0,95201,02:45:00,7:15 am
"$45
>",no,93650,,2015-12-22,04:36:11.022000,8:55 am,$27,2015-12-24,0,95201,02:50:00,11:45 am
"$42
>",no,93650,,2015-12-22,04:36:11.233000,12:25 pm,$20,2015-12-24,0,95201,02:05:00,2:30 pm
"$42
>",no,93650,,2015-12-22,04:36:11.483000,3:45 pm,$22,2015-12-24,0,95201,02:05:00,5:50 pm
"$42
>",no,93650,,2015-12-22,04:36:11.679000,7:50 pm,$20,2015-12-24,0,95201,02:55:00,10:45 pm
stdfare,express,dest,region,datescraped,timescraped,origtime,webfare,date,transfers,orig,duration,desttime
"$30
>",no,95350,,2015-12-22,04:41:10.281000,3:30 am,$14,2015-12-25,0,93650,02:05:00,5:35 am
"$32
>",no,95350,,2015-12-22,04:41:10.498000,6:20 am,$17,2015-12-25,0,93650,02:10:00,8:30 am
"$30
>",no,95350,,2015-12-22,04:41:10.740000,7:40 am,$14,2015-12-25,0,93650,02:10:00,9:50 am
"$30
>",no,95350,,2015-12-22,04:41:10.977000,11:00 am,$14,2015-12-25,0,93650,01:45:00,12:45 pm
"$30
>",no,95350,,2015-12-22,04:41:11.185000,5:55 pm,$14,2015-12-25,0,93650,01:45:00,7:40 pm
"$30
>",no,95350,,2015-12-22,04:41:11.392000,5:55 pm,$13,2015-12-25,0,93650,02:10:00,8:05 pm
"$30
>",no,95350,,2015-12-22,04:41:11.620000,8:25 pm,$13,2015-12-25,0,93650,02:10:00,10:35 pm
"$39
>",no,94203,,2015-12-22,04:41:41.169000,3:30 am,$14,2015-12-25,0,93650,04:05:00,7:35 am
"$39
>",no,94203,,2015-12-22,04:41:41.360000,7:40 am,$14,2015-12-25,0,93650,04:15:00,11:55 am
"$39
>",no,94203,,2015-12-22,04:41:41.550000,2:35 pm,$14,2015-12-25,0,93650,03:10:00,5:45 pm
"$39
>",no,94203,,2015-12-22,04:41:41.744000,5:55 pm,$14,2015-12-25,0,93650,04:00:00,9:55 pm
"$37
>",no,94102,,2015-12-22,04:42:14.689000,6:20 am,$29,2015-12-25,0,93650,04:50:00,11:10 am
"$37
>",no,94102,,2015-12-22,04:42:14.898000,7:45 am,$25,2015-12-25,1,93650,05:45:00,1:30 pm
"$37
>",no,94102,,2015-12-22,04:42:15.112000,11:00 am,$25,2015-12-25,0,93650,04:30:00,3:30 pm
"$37
>",no,94102,,2015-12-22,04:42:15.322000,5:55 pm,$25,2015-12-25,0,93650,04:00:00,9:55 pm
"$33
>",no,95201,,2015-12-22,04:42:42.708000,3:30 am,$17,2015-12-25,0,93650,02:50:00,6:20 am
"$33
>",no,95201,,2015-12-22,04:42:42.905000,7:40 am,$17,2015-12-25,0,93650,02:55:00,10:35 am
"$33
>",no,95201,,2015-12-22,04:42:43.096000,2:35 pm,$17,2015-12-25,0,93650,02:05:00,4:40 pm
"$33
>",no,95201,,2015-12-22,04:42:43.286000,5:55 pm,$17,2015-12-25,0,93650,02:55:00,8:50 pm
"$33
>",no,95201,,2015-12-22,04:42:43.501000,8:25 pm,$16,2015-12-25,0,93650,02:55:00,11:20 pm
"$21
>",no,93301,,2015-12-22,04:43:15.190000,2:25 am,$5,2015-12-25,0,93650,01:55:00,4:20 am
"$21
>",no,93301,,2015-12-22,04:43:15.398000,5:15 am,$5,2015-12-25,0,93650,02:30:00,7:45 am
"$23
>",no,93301,,2015-12-22,04:43:15.587000,7:45 am,$8,2015-12-25,0,93650,01:55:00,9:40 am
"$21
>",no,93301,,2015-12-22,04:43:15.783000,9:05 am,$5,2015-12-25,0,93650,01:55:00,11:00 am
"$21
>",no,93301,,2015-12-22,04:43:15.977000,12:15 pm,$5,2015-12-25,0,93650,02:30:00,2:45 pm
"$23
>",no,93301,,2015-12-22,04:43:16.171000,1:00 pm,$8,2015-12-25,0,93650,01:55:00,2:55 pm
"$23
>",no,93301,,2015-12-22,04:43:16.357000,3:00 pm,$8,2015-12-25,0,93650,01:55:00,4:55 pm
